title,authors,Annee,Pays,Journal,Quartile,Citations,Impact_Score,abstract_
An Intellectual Property Protection Platform Based on Blockchain Technology,Fei Miao,2024,China,ACM Digital Library,Q3,154,8.57,N/A
Revolutionizing IoT Security: A Blockchain and Federated Learning-Based Anomaly Detection System,"Haya Alharthi, Suhair Alshehri, Manal Kalkatawi",2025,India,ACM Digital Library,Q1,29,9.76,N/A
Practical Blockchain-Based Financial Assets Tokenization,"Yatipa Chaleenutthawut, Vyacheslav Davydov, Aleksandr Kuzmin, Yury Yanovich",2022,USA,ACM Digital Library,Q3,5,5.51,N/A
Towards Automatic Discovery of Denial of Service Weaknesses in Blockchain Resource Models,"Feng Luo, Huangkun Lin, Zihao Li, Xiapu Luo, Ruijie Luo, Zheyuan He, + 3",2024,UK,ACM Digital Library,Q1,156,7.84,N/A
Research on Enterprise Internal Audit Based on Blockchain Technology,Xiangfen Kong,2025,China,ACM Digital Library,Q1,10,5.02,N/A
"DFTWS: Deterministic, Fair and Transparent Winner Selection for the Useful Work Blockchain Gophy",Felix Hoffmann,2025,UK,ACM Digital Library,Q2,69,5.79,N/A
Research on Blockchain and Attribution Algorithm for Advertising Privacy Protection,Furong Xue,2024,Brazil,ACM Digital Library,Q1,20,1.2,N/A
BDIMS: A Blockchain Based Digital Identity Management System with Zero Knowledge Proof,"Md. Humayan Kabir Rupok, K. M. Azharul Hasan",2025,China,ACM Digital Library,Q2,22,7.51,N/A
Enhancing Security in Recommendation Systems with Blockchain Technology,"Xiong Liang, Yang Liu, Yingkai Liu, Cheng Chi, Zihang Yin, Xiangrui Xu",2024,UK,ACM Digital Library,Q3,67,3.99,N/A
Blockchain-based Security Governance Framework of Agricultural Product Traceability Data,Qi Meng,2022,India,ACM Digital Library,Q2,2,2.83,N/A
An Analysis of Important Factors Affecting the Success of Blockchain Smart Contract Security Vulnerability Scanning Tools,"Cynthia Yi Min Chee, Shantanu Pal, Lei Pan, Robin Doss",2023,Canada,ACM Digital Library,Q2,36,5.23,N/A
BISON: Blockchain Interpretable Success prediction for web3 SOcial media coNtent,"Andrea Michienzi, Laura Pollacci, Barbara Guidi, Francesco Maggio",2025,Brazil,ACM Digital Library,Q4,168,9.92,N/A
Piecing Together the Jigsaw Puzzle of Transactions on Heterogeneous Blockchain Networks,"Xiaohui Hu, Hang Feng, Pengcheng Xia, Gareth Tyson, Lei Wu, + 2",2024,Brazil,ACM Digital Library,Q1,35,3.25,N/A
Towards Metaverse Manufacturing: A Blockchain-based Trusted Collaborative Governance System,"Zhiyu Lin, Peng Xiangli, Zhi Li, Fuhe Liang, Aofei Li",2022,Brazil,ACM Digital Library,Q1,77,5.15,N/A
A Distributed Storage System Based on Blockchain Technology,"Hongfei Da, Yan Zhou, Pu Song, Min Xiao, Zhefu Feng, Jiayin Qi",2022,USA,ACM Digital Library,Q1,79,4.21,N/A
Blockchain Based Trust and Validation Mechanism for Mobile Collaborative Computing,"Muhammad Islam, Sanjay Segu Nagesh, Niroshinie Fernando, Seng W. Loke, + 2",2024,France,ACM Digital Library,Q1,3,0.92,N/A
Blockchain (not) for Everyone: Design Challenges of Blockchain-based Applications,"Jorge Saldivar, Elena Martínez-Vicente, David Rozas, Maria-Cruz Valiente, + 1",2023,UK,ACM Digital Library,Q2,20,1.13,N/A
Supply Chain Finance in Blockchain-based Digital Asset Platform,"Zhefu Feng, Hongfei Da, Min Xiao, Chen Zhao, Zongyang Zuo, Jiayin Qi",2022,Germany,ACM Digital Library,Q2,45,2.28,N/A
A Blockchain-Based Framework for Managing Electronic Health Records of Farm Animals,"Duc Bui Tien, Bang Khanh Le, Triet M. Nguyen",2025,India,ACM Digital Library,Q3,18,9.38,N/A
Enterprise Supply Chain Transparency and Smart Contract Optimization Based on Blockchain and Artificial Intelligence,"Jingyi Xia, Lei Wang",2025,UK,ACM Digital Library,Q1,36,9.01,N/A
Improving Blockchain Scalability with the Setchain Data-Type,"Margarita Capretto, Martín Ceresa, Antonio Fndez Anta, Antonio Russo, + 1",2024,Germany,ACM Digital Library,Q1,107,6.74,N/A
"DEBAI '24: Proceedings of the International Conference on Digital Economy, Blockchain and Artificial Intelligence","... ...
Highlights",2024,Germany,ACM Digital Library,Q3,21,1.46,N/A
AIBC '24: Proceedings of the 2024 5th International Artificial Intelligence and Blockchain Conference,"... ...
Highlights",2025,France,ACM Digital Library,Q2,110,6.89,N/A
DFL: High-Performance Blockchain-Based Federated Learning,"Yongding Tian, Zhuoran Guo, Jiaxuan Zhang, Zaid Al-Ars",2023,India,ACM Digital Library,Q1,78,7.14,N/A
Commit-Chains Without Smart Contracts for Blockchain Applications in Local Communities,"Fadi Barbàra, Flavia Fredda, Claudio Schifanella",2024,China,ACM Digital Library,Q2,6,6.16,N/A
Research on Financial Prediction System Based on Artificial Intelligence and Blockchain,Leilei Zhang,2024,China,ACM Digital Library,Q2,158,8.78,N/A
AGChain: A Blockchain-based Gateway for Trustworthy App Delegation from Mobile App Markets,"Mengjie Chen, Xiao Yi, Daoyuan Wu, Jianliang Xu, Yingjiu Li, Debin Gao",2024,UK,ACM Digital Library,Q2,92,7.67,N/A
Blockchain Adoption in Donation Systems: A Comparative Review and User Study,"Diana Dabboussi-Gürman, Wolfgang Prinz",2025,USA,ACM Digital Library,Q1,56,8.05,N/A
The Creation Blockchain: Documentation and Validation of Work Processes,"Wenzel Hünting, Daniel Loebenberger, Sebastian von Mammen",2024,France,ACM Digital Library,Q1,72,4.5,N/A
Achieve Fully Decentralized End to End Encryption Meeting via Blockchain,Yang Tan,2022,UK,ACM Digital Library,Q1,79,7.24,N/A
Mapping Deep Learning to Blockchain Security: A Survey,"Vanessa Ortiz, Alexandria Bates, Gaby G. Dagher, Jun Zhuang, Tim Andersen",2025,France,ACM Digital Library,Q2,82,7.51,N/A
Research on Intelligent Integrity Contract Matching Model for Human Resource System Based on Blockchain,Hao Ye,2025,France,ACM Digital Library,Q2,51,4.72,N/A
Design and Implementation of a Medical Insurance System Based on Blockchain Smart Contract Technology,Guanhao Geng,2025,Brazil,ACM Digital Library,Q4,67,7.53,N/A
Poster: Zero Trust Driven Architecture for Blockchain-Based Access Control Delegation,"Rahma Mukta, Shantanu Pal, Michael Hitchens, Hye-Young (Helen) Paik, + 1",2024,USA,ACM Digital Library,Q2,9,9.11,N/A
"A Systematic Review of Fast, Scalable, and Efficient Hardware Implementations of Elliptic Curve Cryptography for Blockchain","Rares Ifrim, Dumitrel Loghin, Decebal Popescu",2024,Brazil,ACM Digital Library,Q3,139,9.94,N/A
"Integrating Quantum Computing and Blockchain: Building the Foundations of Secure, Efficient 6G Technology","Muhammad Zohaib, Fahad S. Altuwaijri, Sami Hyrynsalmi",2024,France,ACM Digital Library,Q2,33,4.21,N/A
An Analysis of Blockchain Approach in AI & Cyber-Physical Systems,Jared Robinson,2024,Canada,ACM Digital Library,Q3,25,1.28,N/A
Research on the Application of Blockchain Technology in Financial Supervision,Min Zhu,2024,France,ACM Digital Library,Q1,17,1.23,N/A
Facilitating Development of Higher Education Informatization Using Blockchain Technology,"Lijun Wei, Jing Wu, Chengnian Long",2022,China,ACM Digital Library,Q1,26,8.84,N/A
The Dual-channel Financing Model of Supply Chain Driven by Blockchain and Its Impact on the Green Development of Small and Medium-sized Enterprises,"Linzhi Li, Na Wu, Ying Liu, Qiang Lei, Ye Wang",2025,Canada,ACM Digital Library,Q1,14,0.94,N/A
Transaction Processing in Blockchain Sharding: Current Trends and Future Research Directions,"Ramesh Adhikari, Costas Busch, Dariusz R. Kowalski, Abdullah Al-Mamun",2025,Germany,ACM Digital Library,Q1,9,1.92,N/A
Research on the Blockchain Sharing Model of Anonymous Traceable Human Resource System Multi-Group Data,"Hao Ye, Yi He",2025,Germany,ACM Digital Library,Q2,74,4.16,N/A
Research on fresh food traceability system based on blockchain,"Yajun Chen, Guogang Zhao, Yin Zelong, Chenhao Li, Yulong Li, + 3",2024,Brazil,ACM Digital Library,Q1,49,3.3,N/A
An E-resource Sharing Solution Based on Blockchain Technology,"Minna Liu, Thelma Palaoag, Wei Zhang",2022,India,ACM Digital Library,Q2,9,3.19,N/A
A Green Electricity Certificate Scheme Based on Blockchain,"Yang Li, Mengying Jiang, Mei Yu, Shouzhi Xu, Shurui Peng, Lingchu Zhao, + 1",2024,USA,ACM Digital Library,Q2,12,3.03,N/A
AmarVote: A Web-Based ElectionGuard System with Post-Quantum Guardian Key Protection and Blockchain Auditing,"Tawkir Aziz Rahman, Masnoon Muztahid, Dipanta Kumar Roy Nobo, Shiekh Azizul Hakim",2025,France,ACM Digital Library,Q2,26,3.77,N/A
A Blockchain-based Privacy Protection Scheme for V2G Interaction,"Ziyi Yan, Xiaodong Yuan, Yajuan Guo",2024,Brazil,ACM Digital Library,Q1,127,7.96,N/A
Governance in the Blockchain Era: The Smart Social Contract,"Cristina Carata, William Knottenbelt, Vali Malinoiu",2024,Germany,ACM Digital Library,Q1,52,8.67,N/A
Towards Patient-Centric Healthcare: Leveraging Blockchain for Electronic Health Records,"Thuan Nhan, Kritagya Upadhyay, Khem Poudel",2024,France,ACM Digital Library,Q1,61,4.42,N/A
Secure Blockchain Assisted Attribute-Based Keyword Search for Collaborative E-Healthcare,"Kasturi Routray, Abhiram Manikonda, Padmalochan Bera",2024,Germany,ACM Digital Library,Q1,3,1.99,N/A
Overview of Blockchain Data Privacy Protection,"Qi Zhang, Hai Lv, Junwei Ma, Jingye Li, Jieni Zhang",2021,Germany,ACM Digital Library,Q1,144,9.64,N/A
Blockchain-Enabled Whitelisting Mechanisms for Enhancing Security in 3D ICs,"Gaines Odom, Hardhik Mohanty, Ujjwal Guin, Bhaskar Krishnamachari",2024,USA,ACM Digital Library,Q1,72,4.5,N/A
A Regulatable Blockchain Rewriting Scheme for Identity-Aware Data Modification and User Identity Update,"Fu Zhang, Yuqing Zhang, Zhaofeng Ma, Lin Sun, Yushi Shen",2025,China,ACM Digital Library,Q2,8,0.85,N/A
Exploration of Distributed Power Transaction Mechanism Based on Blockchain,"Shiming Zhang, Di Ruan, Zhiming Chen",2024,UK,ACM Digital Library,Q4,1,1.85,N/A
CoVID-19 Vaccination Certificate Supply Verification Based on Blockchain,"Yash Madhwal, Yury Yanovich, Ilya Chumakov",2022,Canada,ACM Digital Library,Q1,1,1.36,N/A
Blockchain Solution in Dhaka Metro Rail (DMR) for online Ticketing System: Bangladesh Perspective,"Fatema Tuj Zuhura, Md. Al- Amin",2025,USA,ACM Digital Library,Q1,193,9.67,N/A
"Joint Optimization of Computation Offloading, Dynamic Pricing and Admission Control in Mobile Edge Computing-Enable Blockchain","Yi Liu, Wenjie Zhang, Yifeng Zheng, Liming Chen",2025,Germany,ACM Digital Library,Q2,25,3.69,N/A
Advancing Web 3.0: Making Smart Contracts Smarter on Blockchain,"Junqin Huang, Linghe Kong, Guanjie Cheng, Qiao Xiang, Guihai Chen, + 2",2024,France,ACM Digital Library,Q2,113,5.68,N/A
Exploiting Blockchain to Make AI Trustworthy: A Software Development Lifecycle View,"Peiyun Zhang, Song Ding, Qinglin Zhao",2024,UK,ACM Digital Library,Q3,149,9.96,N/A
Secure Data Sharing over Vehicular Networks Based on Multi-sharding Blockchain,"Junqin Huang, Linghe Kong, Jingwei Wang, Guihai Chen, Jianhua Gao, + 2",2024,USA,ACM Digital Library,Q1,54,9.12,N/A
Empowering Democracy: Unveiling the Brilliance of Blockchain Technology in Smart and Safe E-Voting Systems,"Md. Monir Hossain, Saber Al Sakib, Md. Rakib, Nilay Shuvra Das, + 1",2025,UK,ACM Digital Library,Q4,61,8.81,N/A
Towards Efficient and Deposit-Free Blockchain-Based Spatial Crowdsourcing,"Mingzhe Li, Wei Wang, Jin Zhang",2024,China,ACM Digital Library,Q2,3,0.71,N/A
Algorithmic Techniques for Utility Improvement across the Blockchain Stack,Weizhao Tang,2026,France,ACM Digital Library,Q3,175,9.74,N/A
Disinformation detection and source tracking using semi-fragile watermarking and blockchain,"Tanya Koohpayeh Araghi, David Megías, Victor Garcia-Font, Minoru Kuribayashi, + 1",2024,Germany,ACM Digital Library,Q1,47,9.46,N/A
"When Secure Data Sharing Meets Blockchain: Overview, Challenges and Future Prospects","Yuhan Luo, Mingzhe Liu, Jianping Wang, Cuixu Yuan, Tong Liu",2022,UK,ACM Digital Library,Q3,4,0.57,N/A
Collecting Garbage on the Blockchain,"Luc Bläser, Claudio Russo, Ulan Degenbaev, Ömer S. Ağacan, Gabor Greif, + 1",2023,UK,ACM Digital Library,Q3,141,9.43,N/A
Dynamic Security Mechanism for Lightweight IoT Devices Access to Blockchain Services,"Jian Zhao, Jinjing Liu, Lin Lin, Lixin Liang, Hua Wang, Shaohua Xiang",2022,China,ACM Digital Library,Q1,94,7.28,N/A
Developing Decentralized Applications: A Framework Approach on Blockchain Networks,"Frank Castilio Alencar, Carlos Henrique Ferreira, Dionisio Leite Filho",2024,France,ACM Digital Library,Q1,17,2.57,N/A
Symbiotic Blockchain Consensus: Cognitive Backscatter Communications-Enabled Wireless Blockchain Consensus,"Haoxiang Luo, Qianqian Zhang, Gang Sun, Hongfang Yu, Dusit Niyato",2024,India,ACM Digital Library,Q1,6,6.22,N/A
Blockchain-Based Computational Model for Enhancing Transparency and Innovation in Corporate Finance,Ran An,2025,China,ACM Digital Library,Q4,30,4.34,N/A
Study on the Application of Blockchain Technology in Digital Asset Trading Platforms and Regulatory Challenges,Junyin Tan,2025,France,ACM Digital Library,Q1,15,2.26,N/A
Research on the DPoS Consensus Method of Human Resource Management Blockchain Based on Node Trust Evaluation Model,"Yi He, Hao Ye",2025,France,ACM Digital Library,Q1,54,6.11,N/A
"Introduction to the Special Issue on Blockchain-based Pervasive Systems: Theory, Applications, and Challenges—Part 1","Damiano Di Francesco Maesa, Laura Ricci, Nishanth Sastry",2025,Brazil,ACM Digital Library,Q2,56,8.03,N/A
A Decentralized Gas-Free E-Ticket Tourism System with Dynamic Security: A Blockchain-based Approach,"Shu-Ping Lu, Hung-Ming Chen, Cheng-Yun Ho",2025,Canada,ACM Digital Library,Q2,113,8.74,N/A
Blockchain Utilization in Agro-Business of Bangladesh,"Mohammad Nur Newaz Oyon, Mehzabul Nahid",2025,UK,ACM Digital Library,Q2,9,0.91,N/A
How blockchain and microservices are being used together,"Rayane Santos, Pamella Soares, Evandro Rodrigues, Paulo Henrique M. Maia, + 1",2023,USA,ACM Digital Library,Q4,128,8.01,N/A
Use Case Feasibility Study: Decentralized Identity on Blockchain for Cultural Heritage Artifacts,Ivan Lambov,2024,USA,ACM Digital Library,Q1,49,8.27,N/A
HTFabric: A Fast Re-ordering and Parallel Re-execution Method for a High-Throughput Blockchain,"Jaeyub Song, Juyeong Jeong, Jemin Lee, Inju Na, Min-Soo Kim",2024,UK,ACM Digital Library,Q3,21,7.28,N/A
Chain Links on Wheels: A Security Scheme for IoV Connectivity through Blockchain Integration,"Ibtisam Ehsan, Muhammad Irfan Khalid, Markus Helfert, Mansoor Ahmed",2024,China,ACM Digital Library,Q3,4,4.64,N/A
Incentivizing Data Quality in Blockchain-Based Systems—The Case of the Digital Cardossier,"Florian Spychiger, Claudio J. Tessone, Liudmila Zavolokina, Gerhard Schwabe",2022,China,ACM Digital Library,Q1,97,7.48,N/A
Efficient Authentication Processing for Spatial Keyword Queries in Hybrid Storage Blockchain,"Xu Wang, Zhiwei Zhang, Xiaochun Yang, Guoren Wang, Aoqian Zhang, + 1",2022,Canada,ACM Digital Library,Q2,159,8.85,N/A
Blockchain-based Services for Sharing Education Records in Industrial IoT Environment,Adel Binbusayyyis,2022,UK,ACM Digital Library,Q3,5,5.64,N/A
Dispatcher: Resource-aware Nakamoto Blockchain via Hierarchical Topology and Adaptive Incentives,"Hai Jin, Shuohua Dong, Xiaohai Dai, Yuandi Cai, Jiang Xiao",2024,India,ACM Digital Library,Q1,35,7.03,N/A
BIOTC '24: Proceedings of the 2024 6th Blockchain and Internet of Things Conference,"... ...
Highlights",2024,UK,ACM Digital Library,Q1,66,6.02,N/A
Blockchain-based Supply Chain Financial Services Using Smart Contract,Xiaocong Yu,2022,France,ACM Digital Library,Q2,4,0.83,N/A
Research on carbon emission trading system based on consortium blockchain,"Fan Li, Jin Hu, Ling Li, Xin Zhou",2025,China,ACM Digital Library,Q2,168,8.87,N/A
Towards a Comprehensive Testing Approach for Blockchain-based Applications,"Muhammad Medhat Kamal, Saad M. Darwish, Adel A. El-Zoghabi",2025,Brazil,ACM Digital Library,Q3,20,1.7,N/A
Blockchain-based Secure Medical Data Management and Disease Prediction,"Meiquan Wang, Huiru Zhang, Haoyang Wu, Guangshun Li, Keke Gai",2022,UK,ACM Digital Library,Q1,15,1.69,N/A
Comparative Analysis of the Blockchain Industry Development between China and the U.S.: Evidence from Patent Data,"Jindong Hu, Na Li, Xing Liu, Yuyan Tan",2024,Germany,ACM Digital Library,Q1,20,2.54,N/A
BT-ARC: A Distributed and Decentralized Solution for Collaborative Research for Academia using Blockchain,"Prity Rani, Rohit Kumar Sachan, Sonal Kukreja",2024,China,ACM Digital Library,Q3,18,2.63,N/A
Towards Effective yet Frugal Blockchain Network Emulation,Vincenzo Di Perna,2023,USA,ACM Digital Library,Q2,49,2.46,N/A
Sustainability in Blockchain Development: A BERT-Based Analysis of Ethereum Developer Discussions,"Matteo Vaccargiu, Sabrina Aufiero, Silvia Bartolucci, Rumyana Neykova, + 2",2024,Canada,ACM Digital Library,Q2,38,3.54,N/A
Lightweight anonymous identity authentication protocol for Internet of vehicles based on fog and blockchain,"Mingxin Chen, Yefeng He, Xi Zhang, Mingyue Cai, Xiyuan Liang",2025,France,ACM Digital Library,Q1,94,7.24,N/A
PoolParty: Efficient Blockchain-Agnostic Decentralized Mining Pool,"Nicholas Dana Troutman, Aron Laszka",2021,Germany,ACM Digital Library,Q2,62,4.14,N/A
BlockAgents: Towards Byzantine-Robust LLM-Based Multi-Agent Coordination via Blockchain,"Bei Chen, Gaolei Li, Xi Lin, Zheng Wang, Jianhua Li",2024,Brazil,ACM Digital Library,Q3,27,6.8,N/A
Exploration and Practice in the Construction of Simulation Experiment Platforms for Blockchain Teaching,"Bo Cui, Ru Li, Ru Jia, Mei-Ju Yu, Wen-Han Hou",2024,Brazil,ACM Digital Library,Q1,56,2.83,N/A
Research on Layered Consensus Algorithms for Performance Evaluation of Human Resource Systems Oriented to Blockchain,"Hao Ye, Yi He",2025,USA,ACM Digital Library,Q1,11,5.59,N/A
Multimodal Security Mechanisms for Critical Time Systems using blockchain in Chriss project,"Mari-Anais Sachian, George Suciu, Maria Niculae, Adrian Paun, + 4",2024,France,ACM Digital Library,Q4,84,5.29,N/A
Flexible execution of multi-party business processes on blockchain,"Flavio Corradini, Alessandro Marcelletti, Andrea Morichetta, Andrea Polini, + 2",2023,France,ACM Digital Library,Q1,56,9.4,N/A
Research on Operation Strategies of Closed-Loop Supply Chain Driven by Echelon Utilization and Blockchain,"Jianhua Ma, Lukai Shi, Yinkui Cheng, Huiling Zhu, Peijun Shi",2025,UK,ACM Digital Library,Q1,2,2.08,N/A
Chaos Engineering of Ethereum Blockchain Clients,"Long Zhang, Javier Ron, Benoit Baudry, Martin Monperrus",2023,India,ACM Digital Library,Q4,7,0.54,N/A
Blockchain Fraud Detection Using Unsupervised Learning: Anomalous Transaction Patterns Detection Using K-Means Clustering,"Geeta Sandeep Nadella, Karthik Meduri, Hari Gonaygunta, Snehal Satish, + 1",2024,USA,ACM Digital Library,Q1,6,1.6,N/A
Consensus in Data Management: With Use Cases in Edge-Cloud and Blockchain Systems,"Faisal Nawab, Mohammad Sadoghi",2024,China,ACM Digital Library,Q1,24,8.02,N/A
Research on Abnormal Behavior Detection Methods for Performance Evaluation of Human Resource Systems Based on Blockchain Convolutional Neural Networks,"Yi He, Hao Ye",2025,Canada,ACM Digital Library,Q2,33,8.25,N/A
A Kubernetes-Based Framework for Simulating Gossip Protocols in Blockchain Networks,"Samsuddin Samsuddin Wira, Chee Keong Tan, Wai Peng Wong, Ian K.T. Tan",2025,India,ACM Digital Library,Q2,4,4.11,N/A
